mean_rr,std_rr,skew_rr,kurt_rr,label
761.6666666666667,33.093434977295594,0.13343933105423658,1.8115003522849762,N
867.5757575757575,251.3884310199829,-1.267437637254017,2.884663083587022,N
731.4345991561182,79.93436749418778,-2.918037296081189,14.419520599092879,N
947.1111111111111,178.93870941860246,0.4823761454620264,2.062416125540478,A
542.3241590214068,223.97507169210002,1.1702468019861716,2.9814158061391187,A
1034.0740740740741,66.30353777955628,-1.7966719962943427,5.648513998846973,N
959.1954022988506,51.63721943490396,-0.500122219776383,2.2962034498058537,N
859.8039215686274,159.57959715376697,-1.7662949365615686,5.928778601234877,O
630.9420289855072,113.38801546014243,0.4732847539856956,2.6908913412622937,A
920.0520833333334,23.2400829170865,-0.18731460473623363,2.295617063329322,N
846.868686868687,29.94877100663186,0.9720766040323862,4.669303433912394,N
892.0833333333334,35.392148375969875,-2.476607501226838,7.641034688934906,N
641.7424242424241,58.74310033142013,2.32591423238239,12.255721003030898,O
1082.5,85.80905805592114,-0.11910421724471526,1.8100503160328179,N
686.9047619047618,226.81180327378996,0.06813390374937825,1.674363337616498,A
727.1794871794872,44.27663916565248,-2.315963246302241,12.908784981561013,N
423.69791666666663,71.28804341927622,1.3826727137598693,4.192718432165026,O
1119.3333333333333,30.73904502239599,-0.3210958158337455,2.343518716000168,N
812.1014492753626,80.24226209373042,0.26872664349588354,8.069970566851012,N
756.3157894736842,68.59402337733354,0.3734104847776711,18.100596462266175,O
940.4444444444446,19.316723388533994,-0.23689446950542517,1.6856385678306463,N
654.9593495934959,180.48432575567165,1.6593388384334318,5.707891303575363,~
822.0588235294117,100.91740849416422,-2.9289986216029296,11.301320488141656,O
862.4242424242423,116.911065014149,-3.1072705312591236,12.505512987053864,O
980.8045977011495,34.04589163881354,-3.54954049618844,17.26440509590953,N
1032.5,8.4339167876469,-0.1678485426410076,2.354247999859949,N
656.5116279069767,121.2679640937283,0.6697997520718859,2.5282409606430876,A
939.94708994709,7.594021213972126,0.2531366328885028,2.9499833066264354,N
589.3877551020408,13.017927101739085,0.9398475305287962,2.795890637038366,O
978.7222222222222,326.28951678751815,-0.3760963213392334,1.4230696428989706,O
707.6422764227642,57.312171848328795,-0.33757651390745363,5.894109608403947,N
903.111111111111,194.8673496269123,-1.7919223619064193,4.741911150243517,N
960.0000000000001,29.711254108328298,-0.4113667561005634,2.516574435763895,N
930.3333333333333,255.3811240450604,-1.1454218774683618,4.078090033828763,~
715.6666666666666,17.371752294393836,-0.22769431217722977,2.3624535290787603,N
851.919191919192,50.75212292937693,-3.7795690979805325,19.50755051953651,N
685.4509803921569,130.11995175776872,4.327586872178265,22.338111143043694,N
1048.5185185185187,188.21302468527435,-1.1037156092911493,6.905836641180304,O
898.9583333333333,162.07730815707808,-1.0629957576027007,7.9626617724030755,N
850.2941176470587,51.55343472616147,-0.370801293443145,2.5105407002622453,N
771.081081081081,193.71669672752384,0.0383353500494686,3.108567110303137,O
683.4126984126983,23.821293387314107,-2.4461232795173005,16.979172840502052,N
1187.9674796747968,55.37689561942517,-2.098448536259915,7.573086272230577,O
837.8431372549019,13.379389889593705,0.5132834684497326,3.2635959697275765,N
978.9999999999999,16.423785822420513,0.6385182676586729,2.600294136228323,N
640.5185185185186,21.897128235586205,0.30765093372713287,7.626251555234181,N
627.1014492753623,39.79178110251197,0.2407164060469085,1.7115579512247927,O
902.6041666666667,23.477743228073127,0.3313740333234937,3.484811570141782,N
954.5555555555554,14.919123530341189,-0.2913046755817305,2.7967205207849952,N
999.655172413793,59.26978921726619,-0.3019453431543493,4.869919456916385,N
1008.3040935672515,16.59191196628339,0.23188367623140455,2.077702918564708,N
838.1944444444445,125.67218955837073,-2.9025137171213746,12.521442059119913,N
988.2142857142856,256.02963950264603,-1.250978549296248,3.2270026539739387,N
803.5238095238096,202.05600804105663,1.0606057173182333,5.517629622255559,A
843.1182795698924,277.5609791037898,1.5137291064950895,4.428431740296298,O
584.5833333333334,168.65154878449061,1.4590784002028259,4.830502412757663,~
906.3888888888888,37.61299847554018,-1.1019761136419188,8.444497843330144,N
676.2452107279695,134.86268935571368,1.5574323093376543,9.83637866983116,O
985.4802259887005,13.414480635531788,-0.09518808271508755,2.653727242670279,N
756.0109289617488,33.25027724732679,-0.402236189651422,2.053099767836084,N
735.042735042735,136.22269306301374,-1.362631250057872,4.478863810377622,O
863.6363636363636,44.26248334531971,0.6043073896632893,2.887005519977652,N
1094.0880503144656,83.60243722043413,0.9272067894140044,3.500500171591012,N
740.3418803418803,12.23685693670501,-0.2590151760113169,1.8655217306837049,N
843.6559139784947,159.66666630459892,-0.47012301450879446,5.828749643454847,O
880.10101010101,166.1071108909609,3.428943487784111,17.279034733431676,O
724.3589743589744,87.95606856725952,0.5610501875690296,3.214416240071649,A
769.8684210526316,94.28313832473295,-1.0683278865645034,6.002641034785106,N
1089.7435897435898,138.2334303355285,-2.0847984253642466,5.657420197258801,O
800.925925925926,87.72365107242172,-2.350836658086919,7.579392871879814,O
630.7971014492754,70.86826856346177,1.0296667019197194,3.0198025445446133,A
981.1494252873564,195.2683110601088,-1.5497595718288457,3.9808140689580207,N
723.9047619047618,143.58557144271364,3.8329107602807735,20.489891822813977,N
1464.0350877192984,31.927896606532848,0.44529285314775535,4.287997116327091,O
583.3333333333334,32.041639575194445,0.1841489068181365,5.930229943216957,O
732.0512820512821,29.299663899508314,-0.3592078176311929,6.312940614517087,N
885.4545454545456,58.07703105856824,0.8785799610083757,4.073393431084796,O
378.84057971014494,58.82594235015486,1.7190823441633631,5.144743776619708,O
873.1313131313132,67.00389150937629,-0.8390275798271237,3.8535216920963666,N
666.3565891472869,23.513303216676412,-0.7569683672525278,2.6904335659083904,N
827.8873239436621,19.33349066327208,0.40730762176444246,7.621005691010652,N
947.4444444444446,98.24641481851314,-1.1329195393101175,6.281641807367992,O
868.8059701492538,129.76404341226018,0.2106820406428288,8.131921272181652,O
796.8571428571428,117.31369656336187,-2.6227033369660164,9.75935682185281,N
814.7619047619048,151.37315547859365,-2.3188808509388186,7.9388800591121305,N
853.3333333333334,68.43119378491276,-2.4883659447273137,12.172395239715303,N
577.8231292517006,52.775789046514134,-0.16445033827225689,2.755706954582955,A
848.0808080808081,50.13806059158777,-4.765895929056108,26.04686457096584,O
792.2222222222222,118.09443804132478,-1.510931462941601,7.951341022562116,N
772.0720720720722,145.18157079777762,-0.291025537722712,1.9417423675945975,A
952.1111111111112,31.569832451054513,0.8639462272898883,4.100716947366241,N
632.3703703703704,101.03812316131763,-0.8719341881401633,5.160402714842111,O
788.7878787878788,12.654916980497624,-0.3065428561331235,2.1817542189209598,N
1125.6,7.525955088890715,0.27512238245271464,2.193167967674035,N
864.4444444444445,26.738119759257224,-0.21638774723806448,2.368401775394375,N
972.8333333333335,32.41984417446044,-0.48148953251694,2.8466135384246183,O
684.4444444444445,48.60850333141239,0.020984928096093532,3.2596490278736887,N
1000.9195402298851,89.40371456246318,0.18071466646426687,2.043770063770003,N
869.4949494949494,85.8121086325258,-0.19716167693570374,3.28020637517455,N
667.0454545454546,59.71403194101009,0.5655091786827589,3.0198441555902558,O
586.3945578231293,99.68166277347706,0.30240670795230984,2.873791871332694,A
974.047619047619,194.16356454267716,0.8319368547448094,3.0873015480091968,A
636.6666666666666,88.21744612984804,0.56745652975647,3.177841375835821,O
1063.4567901234566,35.235614716210115,-0.23718708386064935,1.9390642049060927,N
1010.3389830508476,59.93623389741585,-0.17129161617062075,2.8521688800515226,N
810.0000000000001,189.21815127500275,-1.7092780576218796,4.320875577523375,~
348.44086021505376,147.92679307083148,5.622760219856332,37.309622212344294,A
856.7661691542289,189.09049151094823,1.1254432413200495,7.567580934436863,O
923.4408602150538,90.45676157123565,-0.03768501377638602,1.8014347768130574,N
991.6091954022988,175.97156834453725,-0.16302323835017424,6.952544493276384,O
645.5303030303031,168.22144973942358,2.909634781260099,14.460605422027767,N
965.6666666666665,29.80367861958082,2.574878728473757,11.703922658777667,N
741.5789473684209,21.353839405865617,1.2576160002154502,3.657584899324799,N
1070.9523809523805,313.67448981884735,0.02345756661351437,1.9882787202842986,O
675.2380952380952,76.94271509308528,-0.7699074093112179,4.785738854636623,O
975.6321839080459,18.175463403808703,0.44341136726686625,2.9899645044155005,N
861.6161616161617,31.75157369965867,-0.18635097763719358,1.9114327627601604,N
746.4912280701753,60.41739500309229,-4.536906312577686,25.584133662278035,N
996.9047619047618,205.75052039786175,-0.01435359266356466,6.543516140046716,O
683.2170542635658,86.12749349370783,2.7754086183172118,23.482924225831034,O
839.0196078431372,143.31173893820866,-1.8560989761076434,4.727108346276777,O
832.4509803921569,8.681315806769767,0.22105208201881243,2.4397992780924564,N
891.6129032258067,198.38934054738365,-0.35303053097388665,4.8129083392952365,O
1019.8809523809524,50.931654663009105,-1.4238330220773345,4.920514336669274,N
792.952380952381,99.30479432973391,0.10377733242612894,6.5671856351723985,~
1065.1282051282053,218.5191629790992,-1.3684101037424032,4.830755335955148,O
